"","x"
"2037","#SocialMedia lessons from 2011? ""Caution for over-sharing,"" answers ""You may not want to auto-check in everywhere."""
"2038","in da real world, ZERO personality."
"2039","Got your own private jet now? :)"
"2040","Have a great weekend."
"2041","i guess i'll go to bed considering i have to leave in less than an hour."
"2042","RT : Shout out he is a awesome producer"
"2043","MLB All-Star FanFest is a once in a lifetime experience for many people. I think we both know which one you should get."
"2044","Thanks for following! Nice meeting you! Check out and post pics of your band on their FB page."
"2045","thank you for planning a great #itec11. is looking forward to our sessions!"
"2046",": Flag football championships today, he's a gamer, he's a baller, play maker and a shot caller, and all he does is win"
"2047","Justin Beiber is on the cover of seventeen. How fitting."
"2048","I <3 Wasabi! YUM... RT : Looking for a great meal on west side of Metro MKE? Try Wasabi Sushi Lounge (Brookfield)"
"2049","Now that I've eaten a ridiculous amount of food, time to go to the gym...and hopefully not puke."
"2050","Is it time yet?"
"2051","Tweet me :D"
"2052","I'm glad to know someone else reacts the same way I always have."
"2053","Damn, Patterson got a 2 pitch walk! WTF"
"2054","who knew we'd look back fondly on the platinum years?"
"2055","Time is a companion that goes with us on a journey"
"2056","found you through the Facebook page...SMART!"
"2057","Mr. B soon to come on stage, and this crowd is waiting, eager. They're singing back to ""daylight come"""
"2058","tired/grumpy studying wbu"
"2059","At least it is semi warm out"
"2060","holler! Welcome to twitter! I'm excited to busy ur @ cherry! Hope u don't get preggers!"
"2061","""An actor is looking for conflict. Conflict is what creates drama... The more conflict actors find, the more interesting the performance."""
"2062","I hate rain."
"2063","I'm not ashamed to admit that I touch the television screen whenever Angelina's face appears..."
"2064","I think you mean ""word from the street walkers."""
"2065","NCAA, San Diego State Aztecs NFL San Diego Chargers. But I will also root for the Seahawks and Browns for some reason. You?"
"2066","I would never boycott the Bears. Forte deserves a contract but we as fans must understand the business aspect behind the"
"2067","I love Soup Otzie's now, too! Love. them. Fabulous beef stroganoff soup with huge whole wheat roll (log!)"
"2068","Unruly Music festival countdown 9: intermedia performance of Cage's Song Books (voice, theater, and dance with live electronics) on March 9."
"2069","I think you need to update your bio now that you have a bit less leisure in your life."
"2070","Also, being a writer who never wins Scrabble reminds me of being the only nerd in high school who couldn't win at chess."
"2071","OMG I HATE YOU"
"2072","Please let today be a good day. Excited to see later."
"2073","to the right people, yes - wonder if you could screen for mechanical empathy? :)"
"2074","Am i look like Badgirl ? ;/"
"2075","I can never open my fucking gatorades 😒👊"
"2076","Aquifer tonight, VIP with my team"
"2077","bo =/ okay aha i would of unfollowed you for that if you did laugh :p"
"2078","what's your sign?"
"2079","Warrior Dash!!! So excited!!!!"
"2080","You definitely have to manage it. Minimum 30 minutes of exercise daily and healthy eating."
"2081","Yep. He was at The Kollege Klub last night."
"2082","Happy Tuesday everyone."
"2083","Nope, this legit blonde bitch is - BABY......It's me."
"2084","Stop by and see us! We'd love to have u! Who wants to go to Smiley prom?? I just want to have an excuse to shop : )"
"2085","SEC dominance. Football - Alabama, Basketball - Kentucky!"
"2086","Big week! Panther fest, & the Pack is back!! Be kind to your neighbors, look good at the events & parties, get a haircut!"
"2087","To all the amazing food allergy moms out there ... Happy Mother's Day!"
"2088","Damn. Had a dream about VoxPro. Yes, that's how much I miss it."
"2089","the things we do for Austin<3 lol"
"2090","Verdad that. Leaving town Sat! Yay!"
"2091","omg Rahim u kno da brat i luv u even more yall should do a song together!"
"2092","MARVEL comic book superheroes."
"2093","sounds like a ton of fun -- unless you deal with groom-zilla or bride-zilla."
"2094","Overly annoyed right now.."
"2095","When will your app cover San Francisco?"
"2096","Ha.. You're so fake."
"2097","First batch- 5/10 Presidential candidates including today Hollande & Le Pen (20h35 local)"
"2098","Watching my favorite show on #NewYorkUndercover I miss seeing on it"
"2099","I swear I thought he was an imposter until I saw the other guys following him."
"2100","What an inspirational night it has been."
"2101","thanks! We're excited."
"2102","i knoow! I just wanna get the hell out of that place -.-"
"2103","#BostonSportsReport: Would New York Rangers vs. Los Angeles Kings Stanley Cup Final fall short of ratings blockbuster? (Puck Daddy)"
"2104","Come on now! About to shout a little! Jacked for worship at Fieldstone this morning. Hope to see you there! 3385 North Franklin. 1030!"
"2105","Intro to Kundalini Yoga this Sunday the 15th Arabi. Join Steph at 6 pm to explore the benefits of the #KundaliniYoga style."
"2106","Thank you SO much for making my Christmas better with your voice, especially The 1st Noel! Merry Christmas!"
"2107","Boo to websites that have no way to turn off their auto music."
"2108","I'm alright, and why dm?"
"2109","haha do I need to make a video and send it lol. Just do weightless squats, but jump with them :)"
"2110","THANKS FOR ALL THE NEW LIKES!! :D"
"2111","Follow me is a Awsome account related to Porn ;)"
"2112","I really appreciate that. Thanks!"
"2113","RT My wife and I love ! Enjoy!"
"2114","We are also patting you on the back! Greatly anticipating tonight's show at 9pm. There will be live-tweeting!"
"2115","I just wanna lay down but I'll have no time before move outs. And day duty and then class"
"2116","Thx for the RT! We'd love to see any SJ history links you can find- shoot us some if you do! Great to have partners in crime."
"2117","Sunday's World Cup Soccer Lineup: (9:15am - Serbia/Ghana) (11:30am - Germany/Australia LIVE) (2pm - Algeria/Slovenia)"
"2118","just watched #LoveNeverDies the amazing sequel to #PhantomOfTheOpera Nothing tops Phantom but it was pretty close!"
"2119","AJ Green and Patrick Peterson both got 10 or lower on their wonderlic. Both made pro bowl as rookies. Claiborne will be fine."
"2120","damn, :( I'm finna cry smh lol I really wanted to be in battiste."
"2121","Taken for granted."
"2122","“What is reality?” ~ Ramtha"
"2123","I have a feeling he'll receive the news from Board of directors that he's fired after what he did to"
"2124","The most precious commodity is something you cannot buy - sense of humor."
"2125","Anyone know who the girl is in B.O.B's video ""So Good."" She is incredible.."
"2126","Excuse my hair didn't feel like brushing it. #butitscurly :D"
"2127","GLBT family head to Tenn, or retire to Tenn, no personal property tax, houses are so cheap you would not believe it, 5 br, 3 bath 135,000"
"2128","My professor be rapping that #2chainz #MERCY verse when ever she put my grades ( #GradeA!! A+ ) Dope Shit!"
"2129","Thanks for the note but we did not identify the suspect arrested for alleged ADW on #LAPD officer as part of OLA in any posts."
"2130","Does Tyrell think this will be the year Northwestern wins a bowl game?"
"2131","My head hurt so bad not in a good mood its all good"
"2132","Making some awesome upgrades to our website!"
"2133","Good to know, I'll def. need to invest in a good set then :)"
"2134","the only thing that comes to mind is van halens album 5150 w/ sammy hagar."
"2135","Thanks :) He talked about everything the whole way home....and all morning! Your crew is shaping my son's future"
"2136","LOL. No pics, not the right environment."
"2137","From , compelling video is a must for TV."
"2138","just celebrated three years with your girl Alpha"
"2139","GO CHUCK GO"
"2140","Did you ever think we would find and kill Osama. Not really.Now pull his pants down and get that goat over here Im posting this on FB"
"2141","highly recommend following"
"2142","hey tony v don't pull an Amare 2 day I love the cafe"
"2143","Only three more weekends to shop our Upholstery Sale! 15% off all stock, stock plus and custom upholstered items. Shop now, and save!"
"2144","Congratulations !! So happy for you and the Mrs.!! (and Connor)"
"2145","follow back hoe! :)"
"2146","Bands from place to place, lovin music ,Kanye is on his way !!!"
"2147","well the movie is over so its time to get ready for bed"
"2148","Why wen niggas take pic they be having they chest poke out n the rest of there body stiff t'f!!!"
"2149","uh-huh,"
"2150","you could do the knife fight in Beat it ;)"
"2151","S/O to my beautiful sister !! She killed it tonight with the vocals! and I guess did aiightttt too..😏"
"2152","I hope you got a helmet for that bike! Safety first!!!"
"2153","thanks, Lisa! Best of luck to you!"
"2154","thanks for the workshop RT!"
"2155","only live once an i plan on living mines a 100 mph"
"2156","that was very nice of you, I'm sure they'll get it! And I'm doing well, hope you are too!! :)"
"2157","Justin biebers concerts this weekend in Texas were off the chain"
"2158","Happy New Year hows the mix on that track going 9176761013 holla back"
"2159","step out day, multicultural assembly, and a fire drill or something. So ya only 20 min classes"
"2160","not yet. im makin moves on that shit tho"
"2161","If you're looking to collaborate, Hit me up. If you have something unfinished as do I then lets trade and see what comes out."
"2162","Super amped today...for no damn reason."
"2163","“ TONIGHT'S MEDITATION: A bus station is where a bus stops. A train station is where a train stops. On my desk, I have a workstation.”"
"2164","That black swan is like roach spray and the black swan 2 is gonna be the dust pan"
"2165","It's been fun running around Hawaii! Today is Four Seasons...LOVE this luxury hotel!"
